arp,1
brak,2
beat,1
cat,3
choose,1
chop,1
chunk,1
compress,1
cosine,3
cpm,1
crush,2
decay,1
degradeBy,1
delay,1
echo,2
end,1
every,1
expand,1
fast,3
freq,4
gain,3
hush,4
iter,2
jux,2
mask,1
n,6
noise,2
note,5
often,2
osc,5
octave,2
palindrome,2
pan,2
perlin,1
pianoroll,1
ply,1
pressBy,1
rev,1
rarely,2
*rand,4
release,1
room,3
run,1
s,6
samples,3
saw,5
sine,5
slice,2
slow,2
sometimes,2
sometimesBy,4
speed,2
stack,5
striate,1
struct,3
sustain,2
swingBy,2
vowel,1
voicing,3
xfade,1
